测试误差,训练误差,类型,b_m,d,n
0.65884057971,0.630653266332,平均加权,2,2,400
0.662095875139,0.608040201005,分数匹配加权,2,2,400
0.737859531773,0.747487437186,平均加权,2,2,400
0.744459308807,0.741206030151,分数匹配加权,2,2,400
0.560624303233,0.562814070352,平均加权,2,2,400
0.518015607581,0.45351758794,分数匹配加权,2,2,400
0.606644370123,0.660804020101,平均加权,2,2,400
0.613311036789,0.668341708543,分数匹配加权,2,2,400
0.639108138239,0.712311557789,平均加权,2,2,400
0.646733556299,0.706030150754,分数匹配加权,2,2,400
0.56104793757,0.590452261307,平均加权,2,2,400
0.566153846154,0.576633165829,分数匹配加权,2,2,400
0.735406911929,0.776381909548,平均加权,2,2,400
0.732129319955,0.780150753769,分数匹配加权,2,2,400
0.617391304348,0.646984924623,平均加权,2,2,400
0.61768115942,0.652010050251,分数匹配加权,2,2,400
0.68900780379,0.709798994975,平均加权,2,2,400
0.690479375697,0.709798994975,分数匹配加权,2,2,400
0.659732441472,0.709798994975,平均加权,2,2,400
0.662987736901,0.704773869347,分数匹配加权,2,2,400
0.4951393534,0.575376884422,平均加权,2,2,400
0.585172798216,0.584170854271,分数匹配加权,2,2,400
0.620602006689,0.629396984925,平均加权,2,2,400
0.636789297659,0.625628140704,分数匹配加权,2,2,400
0.683656633222,0.660804020101,平均加权,2,2,400
0.694136008919,0.636934673367,分数匹配加权,2,2,400
0.756120401338,0.711055276382,平均加权,2,2,400
0.755117056856,0.707286432161,分数匹配加权,2,2,400
0.653288740245,0.672110552764,平均加权,2,2,400
0.653467112598,0.674623115578,分数匹配加权,2,2,400
0.643099219621,0.61432160804,平均加权,2,2,400
0.641739130435,0.616834170854,分数匹配加权,2,2,400
0.629520624303,0.592964824121,平均加权,2,2,400
0.503143812709,0.518844221106,分数匹配加权,2,2,400
0.656878483835,0.663654618474,平均加权,2,2,500
0.639665551839,0.654618473896,分数匹配加权,2,2,500
0.65143812709,0.691767068273,平均加权,2,2,500
0.645172798216,0.676706827309,分数匹配加权,2,2,500
0.69248606466,0.68875502008,平均加权,2,2,500
0.694849498328,0.690763052209,分数匹配加权,2,2,500
0.540133779264,0.525100401606,平均加权,2,2,500
0.50773690078,0.497991967871,分数匹配加权,2,2,500
0.588606465998,0.600401606426,平均加权,2,2,500
0.588205128205,0.610441767068,分数匹配加权,2,2,500
0.643032329989,0.684738955823,平均加权,2,2,500
0.649208472687,0.686746987952,分数匹配加权,2,2,500
0.597257525084,0.604417670683,平均加权,2,2,500
0.599866220736,0.574297188755,分数匹配加权,2,2,500
0.690903010033,0.748995983936,平均加权,2,2,500
0.680379041249,0.71686746988,分数匹配加权,2,2,500
0.670367892977,0.711847389558,平均加权,2,2,500
0.668851727982,0.705823293173,分数匹配加权,2,2,500
0.689230769231,0.661646586345,平均加权,2,2,500
0.686599777035,0.663654618474,分数匹配加权,2,2,500
0.630301003344,0.691767068273,平均加权,2,2,500
0.631282051282,0.681726907631,分数匹配加权,2,2,500
0.67607580825,0.697791164659,平均加权,2,2,500
0.67779264214,0.697791164659,分数匹配加权,2,2,500
0.684882943144,0.727911646586,平均加权,2,2,500
0.673823857302,0.725903614458,分数匹配加权,2,2,500
0.677502787068,0.65562248996,平均加权,2,2,500
0.657279821628,0.659638554217,分数匹配加权,2,2,500
0.630724637681,0.650602409639,平均加权,2,2,500
0.627224080268,0.642570281124,分数匹配加权,2,2,500
0.688138238573,0.698795180723,平均加权,2,2,500
0.694180602007,0.693775100402,分数匹配加权,2,2,500
0.690724637681,0.692771084337,平均加权,2,2,500
0.691772575251,0.691767068273,分数匹配加权,2,2,500
0.651772575251,0.643574297189,平均加权,2,2,500
0.653221850613,0.645582329317,分数匹配加权,2,2,500
0.670680044593,0.631526104418,平均加权,2,2,500
0.671772575251,0.627510040161,分数匹配加权,2,2,500
0.535050167224,0.515060240964,平均加权,2,2,500
0.51237458194,0.519076305221,分数匹配加权,2,2,500
0.590947603122,0.58734939759,平均加权,2,2,500
0.600735785953,0.576305220884,分数匹配加权,2,2,500
0.499331103679,0.538152610442,平均加权,2,2,500
0.534314381271,0.543172690763,分数匹配加权,2,2,500
0.56474916388,0.584337349398,平均加权,2,2,500
0.562965440357,0.575301204819,分数匹配加权,2,2,500
0.700089186176,0.701807228916,平均加权,2,2,500
0.70149386845,0.699799196787,分数匹配加权,2,2,500
0.696276477146,0.723895582329,平均加权,2,2,500
0.698996655518,0.685742971888,分数匹配加权,2,2,500
0.662385730212,0.678714859438,平均加权,2,2,500
0.660445930881,0.670682730924,分数匹配加权,2,2,500
